state,zipcode,number_of_returns,adjusted_gross_income_agi,avg_agi,number_of_returns_with_total_income,total_income_amount,avg_total_income,number_of_returns_with_taxable_income,taxable_income_amount,avg_taxable_income
NY,0,9310490,713599216,76.64464663,9310480,723835791,77.74419697,7023550,498735558,71.00904215
NY,10001,13720,2094642,152.6706997,13720,2127995,155.1016764,11230,1695611,150.9894034
NY,10002,43410,2002349,46.12644552,43410,2033619,46.84678645,25490,1347603,52.86790898
NY,10003,29340,6135126,209.104499,29340,6229147,212.309032,26080,4984488,191.1230061
NY,10004,2580,892142,345.7914729,2580,904779,350.6895349,2380,727900,305.8403361
NY,10005,5660,5343796,944.1335689,5660,5371221,948.9789753,5260,4332890,823.743346
NY,10006,2360,421654,178.6669492,2360,428551,181.5894068,2180,347745,159.516055
NY,10007,3460,1712816,495.033526,3460,1733784,501.0936416,3150,1438572,456.6895238
NY,10009,32170,2299944,71.49344109,32170,2336842,72.64041032,26040,1728734,66.38763441
NY,10010,17270,3424038,198.265084,17270,3472481,201.0701216,15560,2790756,179.3544987
NY,10011,30420,7422443,243.9987837,30420,7536603,247.7515779,27030,5976608,221.1101739
NY,10012,12780,2682639,209.9091549,12780,2720880,212.9014085,11220,2204889,196.5141711
NY,10013,15060,4872698,323.552324,15060,4935026,327.6909695,11420,3969171,347.5631349
NY,10014,18950,4861288,256.5323483,18950,4930162,260.1668602,17050,3994986,234.3100293
NY,10016,30970,8730077,281.8881821,30970,8814856,284.6256377,27930,5085693,182.0871106
NY,10017,11870,4079743,343.7020219,11870,4126925,347.6769166,10660,3278880,307.587242
NY,10018,6230,2550416,409.376565,6230,2573118,413.0205457,5340,1992534,373.1337079
NY,10019,24200,6040781,249.6190496,24200,6108825,252.4307851,21190,4753984,224.3503539
NY,10021,23860,11744436,492.2227997,23860,11877178,497.7861693,21520,9137327,424.5969796
NY,10022,19780,10036729,507.4180485,19780,10328745,522.1812437,17810,6750437,379.0250983
NY,10023,33900,10708893,315.8965487,33900,10861855,320.4087021,29980,8628787,287.8181121
NY,10024,30820,9152767,296.9749189,30820,9317798,302.3295912,27140,7219049,265.9929624
NY,10025,46200,6051861,130.9926623,46200,6184796,133.8700433,38300,4693728,122.5516449
NY,10026,17660,993545,56.25962627,17660,1008610,57.11268403,12780,686073,53.68333333
NY,10027,26780,1396419,52.14410007,26780,1417654,52.93704257,18890,952917,50.44557967
NY,10028,25370,8970406,353.5832085,25370,9092931,358.4127316,22910,7197520,314.1649935
NY,10029,34300,1714185,49.97623907,34300,1736681,50.63209913,22910,1152482,50.30475775
NY,10030,13240,472006,35.65,13240,478156,36.11450151,8820,280819,31.83888889
NY,10031,28740,1001265,34.83872651,28740,1014945,35.31471816,19290,599141,31.05966822
NY,10032,31540,1001227,31.74467343,31540,1014325,32.15995561,20180,565757,28.03553023
NY,10033,27110,1067109,39.36219107,27110,1085242,40.03105865,17840,662933,37.15992152
NY,10034,20340,764345,37.57841691,20340,774547,38.07999017,13470,464667,34.49643653
NY,10035,15360,603151,39.26764323,15360,609558,39.68476563,10270,365670,35.60564752
NY,10036,17980,3690222,205.2403782,17980,3729634,207.4323693,15230,2970596,195.0489823
NY,10037,10280,445291,43.31624514,10280,449823,43.75710117,7790,291257,37.3885751
NY,10038,12300,1426096,115.9427642,12300,1446450,117.597561,9740,1129384,115.9531828
NY,10039,13400,468538,34.96552239,13400,473199,35.31335821,8830,268858,30.44824462
NY,10040,21670,808747,37.32104292,21670,820286,37.85353023,14620,490710,33.56429549
NY,10044,4160,346386,83.26586538,4160,351563,84.51033654,3390,264716,78.08731563
NY,10065,15670,6983851,445.6828973,15670,7060114,450.5497128,14130,5348519,378.5222222
NY,10069,2660,1258210,473.0112782,2660,1276318,479.818797,2440,1043360,427.6065574
NY,10075,14330,5843617,407.789044,14330,5912074,412.5662247,12860,4586071,356.6151633
NY,10128,32510,10821609,332.870163,32510,10972659,337.5164257,29020,8375493,288.6110613
NY,10162,700,177246,253.2085714,700,180653,258.0757143,640,147802,230.940625
NY,10280,4160,782322,188.0581731,4160,794352,190.95,3830,636722,166.245953
NY,10282,2400,968177,403.4070833,2400,979680,408.2,2210,826988,374.2027149
NY,10301,17240,1090169,63.23486079,17240,1103924,64.03271462,13030,734268,56.35211051
NY,10302,7710,362243,46.98352789,7710,365038,47.3460441,5430,216301,39.83443831
NY,10303,11700,492630,42.10512821,11700,495884,42.38324786,8110,277238,34.18471023
NY,10304,18950,1203206,63.49372032,18950,1218307,64.29060686,13330,788589,59.15896474
NY,10305,18720,1092453,58.35753205,18720,1103047,58.92345085,14240,698531,49.05414326
NY,10306,25970,1745314,67.20500578,25970,1763456,67.90358106,20770,1151024,55.41762157
NY,10307,6220,527395,84.79019293,6220,533530,85.77652733,5060,357880,70.72727273
NY,10308,13300,935036,70.30345865,13300,943098,70.90962406,10960,621157,56.67490876
NY,10309,14630,1132904,77.43704716,14630,1145489,78.29726589,12090,750405,62.06823821
NY,10310,10990,626031,56.96369427,10990,632212,57.52611465,8100,398962,49.2545679
NY,10312,28440,2146508,75.47496484,28440,2167264,76.204782,23500,1434540,61.04425532
NY,10314,39620,2592527,65.43480565,39620,2619150,66.10676426,31560,1700378,53.87762991
NY,10451,22270,647933,29.09443197,22270,652966,29.32043107,13870,328360,23.6741168
NY,10452,35350,867413,24.53785007,35350,875934,24.77889675,19900,372748,18.73105528
NY,10453,37070,876875,23.65457243,37070,885440,23.8856218,19960,367513,18.41247495
NY,10454,15220,364122,23.9239159,15220,367537,24.14829172,8040,155005,19.27922886
NY,10455,17090,430940,25.21591574,17090,434729,25.43762434,9690,188836,19.4877193
NY,10456,38800,916804,23.62896907,38800,925728,23.85896907,20870,374406,17.93991375
NY,10457,31770,757012,23.82788794,31770,764660,24.06861819,16770,317489,18.93196184
NY,10458,33010,857682,25.98249015,33010,866120,26.23810966,18600,396748,21.33053763
NY,10459,20860,537557,25.76975072,20860,542108,25.98791946,11930,231941,19.44182733
NY,10460,24700,630094,25.50987854,24700,635242,25.7182996,13820,276941,20.03914616
NY,10461,23340,1096894,46.99631534,23340,1105759,47.37613539,17710,685134,38.68627894
NY,10462,38370,1482923,38.64798019,38370,1495011,38.96301798,27730,866474,31.24680851
NY,10463,33220,1978706,59.56369657,33220,2003887,60.32170379,24840,1342122,54.03067633
NY,10464,2140,163217,76.26962617,2140,165381,77.28084112,1760,116220,66.03409091
NY,10465,19250,1082818,56.25028571,19250,1090084,56.62774026,15310,700845,45.77694317
NY,10466,31640,1122503,35.47733881,31640,1129756,35.70657396,21890,594528,27.15979899
NY,10467,42930,1357285,31.61623573,42930,1368864,31.88595388,27530,710802,25.81917908
NY,10468,35240,944103,26.79066402,35240,952553,27.03044835,20390,448173,21.98003923
NY,10469,31030,1303391,42.00422172,31030,1313311,42.32391234,22480,744109,33.10093416
NY,10470,7390,345546,46.75859269,7390,348229,47.12165088,5570,217806,39.10341113
NY,10471,9800,1155866,117.9455102,9800,1173797,119.7752041,8290,844523,101.872497
NY,10472,27360,750631,27.43534357,27360,757519,27.68709795,15770,355721,22.55681674
NY,10473,27320,983107,35.98488287,27320,989518,36.21954612,18870,538994,28.56354001
NY,10474,4690,121027,25.80533049,4690,122362,26.08997868,2620,54610,20.84351145
NY,10475,22020,986202,44.7866485,22020,991380,45.02179837,17930,627328,34.98761852
NY,10501,650,96181,147.9707692,650,98162,151.0184615,550,72359,131.5618182
NY,10502,2910,418635,143.8608247,2910,426666,146.6206186,2430,313567,129.0399177
NY,10504,5360,2241447,418.1804104,5360,2274575,424.3610075,4780,1858646,388.8380753
NY,10505,570,62777,110.1350877,570,63799,111.9280702,470,44592,94.87659574
NY,10506,2830,1019576,360.2742049,2830,1041844,368.1427562,2420,823390,340.2438017
NY,10507,2590,445501,172.0081081,2590,452277,174.6243243,2020,342590,169.5990099
NY,10509,9710,793397,81.7092688,9710,804587,82.86168898,7830,557702,71.22630907
NY,10510,4870,1259611,258.6470226,4870,1286594,264.1876797,4180,1005553,240.5629187
NY,10511,1130,77202,68.32035398,1130,77827,68.87345133,920,52195,56.73369565
NY,10512,12330,999819,81.08832117,12330,1011552,82.03990268,10270,692636,67.44264849
NY,10514,5480,2349510,428.7427007,5480,2398763,437.7304745,4800,1918834,399.7570833
NY,10516,2780,275100,98.95683453,2780,281481,101.2521583,2300,200355,87.11086957
NY,10518,740,105187,142.1445946,740,107688,145.5243243,600,80646,134.41
NY,10520,6350,793818,125.0107087,6350,806816,127.0576378,5360,602770,112.4570896
NY,10522,5210,667713,128.1598848,5210,682122,130.9255278,4450,504633,113.4006742
NY,10523,4830,325094,67.30724638,4830,328716,68.05714286,3770,220921,58.59973475
NY,10524,2050,334048,162.9502439,2050,339647,165.6814634,1750,236696,135.2548571
NY,10526,1040,145526,139.9288462,1040,149001,143.2701923,850,112572,132.4376471
NY,10527,420,59999,142.8547619,420,61031,145.3119048,360,44687,124.1305556
NY,10528,5750,1319375,229.4565217,5750,1338600,232.8,4780,1035411,216.6131799
NY,10530,7090,906344,127.8341326,7090,920070,129.7700987,6180,683503,110.5991909
NY,10532,2630,237939,90.47110266,2630,240828,91.56958175,2240,165684,73.96607143
NY,10533,3830,830848,216.9315927,3830,849585,221.8237598,3310,656558,198.3558912
NY,10535,370,22652,61.22162162,370,23046,62.28648649,300,14628,48.76
NY,10536,5280,1353543,256.3528409,5280,1377853,260.9570076,4430,1069315,241.3803612
NY,10537,1180,71797,60.84491525,1180,72617,61.53983051,960,46611,48.553125
NY,10538,8060,2881857,357.5504963,8060,2937868,364.4997519,6990,2366367,338.5360515
NY,10541,12330,1024407,83.08248175,12330,1036566,84.06861314,10120,702668,69.43359684
NY,10543,9600,1394547,145.2653125,9600,1418794,147.7910417,7680,1060833,138.1292969
NY,10546,710,149954,211.2028169,710,152948,215.4197183,610,120976,198.3213115
NY,10547,3540,267923,75.68446328,3540,271014,76.55762712,2920,183284,62.76849315
NY,10548,1570,122605,78.09235669,1570,124227,79.12547771,1290,85933,66.61472868
NY,10549,8240,1649491,200.1809466,8240,1676875,203.5042476,6430,1299363,202.0782271
NY,10550,18270,645261,35.3180624,18270,650014,35.57821565,12650,348725,27.56719368
NY,10552,10680,771774,72.26348315,10680,780938,73.12153558,8810,535295,60.7599319
NY,10553,5670,265757,46.8707231,5670,267506,47.17918871,4320,158316,36.64722222
NY,10560,2180,411706,188.8559633,2180,420664,192.9651376,1840,321461,174.7070652
NY,10562,16030,1225514,76.45127885,16030,1244453,77.63275109,12360,845173,68.37969256
NY,10566,12120,644359,53.16493399,12120,650192,53.64620462,9100,414410,45.53956044
NY,10567,9530,948274,99.50409234,9530,962546,101.0016789,8000,675929,84.491125
NY,10570,5940,961801,161.9193603,5940,980865,165.1287879,5080,740126,145.6940945
NY,10573,18800,1664796,88.55297872,18800,1691594,89.97840426,13860,1195168,86.23145743
NY,10576,2450,701130,286.1755102,2450,717942,293.037551,2070,557973,269.5521739
NY,10577,1520,1019759,670.8940789,1520,1031228,678.4394737,1330,828692,623.0766917
NY,10578,450,38646,85.88,450,39299,87.33111111,380,27127,71.38684211
NY,10579,4340,392537,90.44631336,4340,397525,91.59562212,3660,274152,74.90491803
NY,10580,8060,3899799,483.8460298,8060,3953749,490.5395782,6950,3184886,458.2569784
NY,10583,18850,7431065,394.2209549,18850,7556935,400.8984085,16370,6145087,375.3871106
NY,10588,1300,103327,79.48230769,1300,105054,80.81076923,1080,70818,65.57222222
NY,10589,4520,549880,121.6548673,4520,557905,123.4303097,3940,418978,106.3395939
NY,10590,3150,517180,164.184127,3150,530148,168.3009524,2650,397943,150.1671698
NY,10591,11670,1343081,115.0883462,11670,1360808,116.6073693,9360,1024969,109.505235
NY,10594,2520,295803,117.3821429,2520,300484,119.2396825,2080,220805,106.15625
NY,10595,3150,368211,116.892381,3150,372786,118.3447619,2680,274748,102.5179104
NY,10597,510,170827,334.954902,510,175198,343.5254902,410,138830,338.6097561
NY,10598,14410,1589499,110.3052741,14410,1610422,111.7572519,12040,1164767,96.74144518
NY,10601,6050,763043,126.1228099,6050,775524,128.1857851,4820,607329,126.0018672
NY,10603,10020,737193,73.57215569,10020,746522,74.50319361,8100,515745,63.67222222
NY,10604,5560,671855,120.8372302,5560,682456,122.7438849,4410,508824,115.3795918
NY,10605,10060,1364557,135.6418489,10060,1391609,138.3309145,8390,1029133,122.6618594
NY,10606,8150,599455,73.55276074,8150,610124,74.86184049,5990,425229,70.98981636
NY,10607,3940,331934,84.24720812,3940,336356,85.36954315,3170,227619,71.80410095
NY,10701,28220,1241251,43.98479802,28220,1253549,44.42058824,19660,754120,38.35808749
NY,10703,10390,526334,50.65774783,10390,530843,51.09172281,7860,327025,41.6062341
NY,10704,16480,981989,59.58671117,16480,990685,60.11438107,13430,651916,48.54177215
NY,10705,17900,784554,43.8298324,17900,792458,44.27139665,12470,466991,37.44915798
NY,10706,4500,710047,157.7882222,4500,727306,161.6235556,3850,541944,140.7646753
NY,10707,5090,537853,105.6685658,5090,545787,107.2273084,4270,399892,93.65152225
NY,10708,11400,3101064,272.0231579,11400,3141002,275.5264912,10050,2527916,251.5339303
NY,10709,4730,588612,124.4422833,4730,597585,126.3393235,3960,435881,110.0709596
NY,10710,13970,1013924,72.57866858,13970,1025773,73.42684324,11650,686933,58.96420601
NY,10801,18080,1150008,63.60663717,18080,1164488,64.40752212,13280,766114,57.68930723
NY,10803,6030,1219758,202.281592,6030,1245298,206.5170813,5090,957258,188.0664047
NY,10804,7200,1500010,208.3347222,7200,1536773,213.4406944,6210,1150680,185.294686
NY,10805,9030,587279,65.03643411,9030,594843,65.87408638,7200,407402,56.58361111
NY,10901,11600,1174810,101.2767241,11600,1194845,103.0038793,9280,831508,89.60215517
NY,10913,2500,309653,123.8612,2500,313824,125.5296,2080,227818,109.5278846
NY,10916,2130,198834,93.34929577,2130,202161,94.91126761,1790,141417,79.00391061
NY,10917,1000,86271,86.271,1000,87699,87.699,810,59807,73.83580247
NY,10918,5430,411936,75.86298343,5430,416927,76.78213628,4430,281538,63.55259594
NY,10919,590,39538,67.01355932,590,39936,67.68813559,470,26231,55.8106383
NY,10920,4460,362354,81.24529148,4460,366364,82.14439462,3660,248058,67.77540984
NY,10921,2160,152046,70.39166667,2160,153755,71.18287037,1740,101392,58.27126437
NY,10923,4750,289198,60.88378947,4750,292009,61.47557895,3840,188962,49.20885417
NY,10924,6050,537044,88.76760331,6050,546375,90.30991736,4940,384911,77.91720648
NY,10925,2540,166231,65.44527559,2540,168089,66.17677165,2140,111008,51.8728972
NY,10926,1880,126226,67.14148936,1880,127737,67.94521277,1550,85368,55.07612903
NY,10927,5980,229613,38.39682274,5980,231996,38.79531773,4040,127576,31.57821782
NY,10928,2240,115592,51.60357143,2240,116606,52.05625,1820,75644,41.56263736
NY,10930,4390,375681,85.57653759,4390,379878,86.53257403,3590,258453,71.99247911
NY,10931,490,26416,53.91020408,490,26576,54.23673469,390,16501,42.31025641
NY,10940,23130,1165333,50.381885,23130,1176455,50.86273238,17400,720234,41.39275862
NY,10941,6780,393559,58.04705015,6780,397753,58.66563422,5510,255105,46.29854809
NY,10950,16850,1147756,68.11608309,16850,1160627,68.87994065,11260,723051,64.21412078
NY,10952,12290,1042696,84.84100895,12290,1065613,86.70569569,7180,616386,85.84763231
NY,10954,12210,943880,77.3038493,12210,955029,78.21695332,9930,652346,65.69446123
NY,10956,15960,1775709,111.2599624,15960,1804606,113.0705514,13300,1288264,96.86195489
NY,10958,1590,105302,66.22767296,1590,106806,67.17358491,1260,70124,55.65396825
NY,10960,7660,722434,94.31253264,7660,737742,96.31096606,6240,526252,84.33525641
NY,10962,2590,247099,95.40501931,2590,250164,96.58841699,2110,176591,83.69241706
NY,10963,1200,72923,60.76916667,1200,73435,61.19583333,970,46178,47.60618557
NY,10964,730,141441,193.7547945,730,144630,198.1232877,630,108071,171.5412698
NY,10965,7560,711628,94.13068783,7560,719476,95.16878307,6380,507569,79.55626959
NY,10968,1210,148956,123.1041322,1210,152352,125.9107438,1040,110667,106.4105769
NY,10969,610,37634,61.69508197,610,38324,62.82622951,490,24798,50.60816327
NY,10970,5080,385477,75.88129921,5080,390271,76.825,4160,261907,62.95841346
NY,10973,1110,77572,69.88468468,1110,78558,70.77297297,900,52372,58.19111111
NY,10974,1540,124842,81.06623377,1540,126546,82.17272727,1250,84090,67.272
NY,10975,140,8422,60.15714286,140,8579,61.27857143,120,5816,48.46666667
NY,10976,840,55212,65.72857143,840,55961,66.6202381,610,36963,60.59508197
NY,10977,24790,1258091,50.74993949,24790,1272042,51.31270674,16310,705105,43.2314531
NY,10980,7010,548700,78.27389444,7010,553710,78.98858773,5720,374764,65.51818182
NY,10983,2930,278674,95.1105802,2930,282003,96.24675768,2440,196039,80.34385246
NY,10984,1310,104364,79.66717557,1310,105268,80.35725191,1130,70589,62.46814159
NY,10985,180,11843,65.79444444,180,12089,67.16111111,160,7951,49.69375
NY,10986,900,79493,88.32555556,900,80631,89.59,760,55564,73.11052632
NY,10987,1820,299619,164.6258242,1820,305619,167.9225275,1450,231949,159.9648276
NY,10989,4940,425009,86.03421053,4940,430485,87.14271255,4160,296350,71.23798077
NY,10990,9660,951957,98.54627329,9660,966166,100.0171843,7830,697041,89.02183908
NY,10992,4770,343172,71.94381551,4770,346735,72.69077568,3940,229582,58.26954315
NY,10993,2480,110282,44.46854839,2480,110932,44.73064516,1890,62277,32.95079365
NY,10994,3820,415159,108.6803665,3820,422517,110.6065445,3210,298268,92.91838006
NY,10996,1250,78693,62.9544,1250,79276,63.4208,1070,52827,49.37102804
NY,10998,1500,108274,72.18266667,1500,109482,72.988,1230,71205,57.8902439
NY,11001,13660,1119857,81.98074671,13660,1132235,82.88689605,11270,776650,68.91304348
NY,11003,23190,1132574,48.83889608,23190,1141839,49.23842173,17610,655781,37.2391255
NY,11004,6690,420532,62.85979073,6690,425523,63.6058296,5410,278399,51.46007394
NY,11005,1470,175556,119.4258503,1470,177157,120.514966,1240,127867,103.1185484
NY,11010,12340,865102,70.10551053,12340,874574,70.87309562,10180,576625,56.64292731
NY,11020,3020,544253,180.2162252,3020,554523,183.6168874,2440,426795,174.9159836
NY,11021,9290,1487934,160.1651238,9290,1524069,164.0547901,7810,1156671,148.1012804
NY,11023,3910,673720,172.3069054,3910,690445,176.584399,3140,507441,161.605414
NY,11024,3190,1041337,326.437931,3190,1071025,335.7445141,2510,795869,317.0792829
NY,11030,8510,2713441,318.8532315,8510,2761352,324.4831962,7400,2215292,299.3637838
NY,11040,20930,1932665,92.33946488,20930,1959605,93.62661252,17130,1361019,79.45236427
NY,11050,14680,2546778,173.4862398,14680,2602561,177.2861717,12110,1968682,162.5666391
NY,11096,3780,140717,37.22671958,3780,142162,37.60899471,2490,76782,30.83614458
NY,11101,15150,972808,64.21174917,15150,985624,65.05768977,11320,706918,62.44858657
NY,11102,19520,890292,45.60922131,19520,902508,46.23504098,14450,594704,41.15598616
NY,11103,20780,954858,45.95081809,20780,969159,46.63902791,15670,647387,41.3137843
NY,11104,15070,765714,50.81048441,15070,776132,51.50179164,11200,522719,46.67133929
NY,11105,19470,1011364,51.94473549,19470,1025761,52.68418079,15210,696859,45.81584484
NY,11106,21910,1037235,47.340712,21910,1051783,48.00470105,16410,709152,43.21462523
NY,11109,3460,462014,133.5300578,3460,467910,135.234104,3270,378340,115.7003058
NY,11201,29680,5112729,172.2617588,29680,5197678,175.1239218,25630,4098849,159.9238783
NY,11203,36830,1346763,36.56701059,36830,1355634,36.80787402,26310,735666,27.96145952
NY,11204,31820,1606891,50.49940289,31820,1629709,51.21649906,18920,902117,47.68060254
NY,11205,18110,1005664,55.53086692,18110,1023360,56.50800663,12930,682921,52.81678268
NY,11206,35070,1146373,32.68813801,35070,1162178,33.1388081,22460,641845,28.57724844
NY,11207,41190,1206549,29.29227968,41190,1216052,29.52299102,25420,589617,23.19500393
NY,11208,41860,1179525,28.17785475,41860,1189242,28.40998567,25050,544696,21.7443513
NY,11209,33670,2276910,67.62429462,33670,2309786,68.6007128,25900,1609904,62.1584556
NY,11210,29050,1888103,64.99493976,29050,1917008,65.98994836,21280,1149392,54.01278195
NY,11211,30520,1791794,58.70884666,30520,1822086,59.70137615,22470,1283846,57.13600356
NY,11212,36910,1043007,28.25811433,36910,1050854,28.47071254,22710,497721,21.91638045
NY,11213,28280,964964,34.12178218,28280,975809,34.50526874,18760,517693,27.59557569
NY,11214,38430,1563213,40.67689305,38430,1582385,41.17577413,24510,928692,37.89033048
NY,11215,34930,3882566,111.1527627,34930,3965200,113.5184655,30310,3009646,99.29548004
NY,11216,27520,1096986,39.86140988,27520,1112530,40.42623547,20480,695026,33.93681641
NY,11217,18380,1941268,105.6184984,18380,1977420,107.5854189,15670,1516354,96.76796426
NY,11218,32840,1624318,49.46157125,32840,1652281,50.31306334,22040,1030428,46.75263158
NY,11219,33100,1364843,41.23392749,33100,1386109,41.87640483,14790,675508,45.67329277
NY,11220,51970,1360015,26.16923225,51970,1377267,26.501193,22760,633108,27.81669596
NY,11221,36490,1166455,31.96642916,36490,1178856,32.30627569,24480,640326,26.15710784
NY,11222,22060,1261777,57.1975068,22060,1284758,58.23925657,18180,917903,50.48971397
NY,11223,31240,1971512,63.10857875,31240,1996061,63.89439821,20230,1258850,62.22689076
NY,11224,19420,717045,36.92301751,19420,726459,37.40777549,12590,420509,33.40023828
NY,11225,29940,1228231,41.02307949,29940,1243230,41.5240481,22120,749682,33.89159132
NY,11226,50400,1722653,34.17962302,50400,1741717,34.55787698,34560,955483,27.64707755
NY,11228,18670,1081095,57.90546331,18670,1094666,58.63235137,13100,709129,54.13198473
NY,11229,34960,1922566,54.99330664,34960,1951637,55.82485698,24540,1225731,49.94828851
NY,11230,33900,2177511,64.23336283,33900,2217478,65.41233038,22740,1385747,60.9387423
NY,11231,16950,1875833,110.6686136,16950,1913607,112.8971681,13960,1454192,104.1684814
NY,11232,12600,435664,34.57650794,12600,442176,35.09333333,7690,251192,32.66475943
NY,11233,29660,1017712,34.31260958,29660,1027186,34.63202967,19950,559758,28.05804511
NY,11234,41180,2423833,58.85947062,41180,2449778,59.48950947,31890,1516801,47.56353089
NY,11235,36820,1925904,52.3059207,36820,1954368,53.07897882,25100,1254966,49.99864542
NY,11236,46150,1837123,39.80764897,46150,1849528,40.07644637,33640,1000968,29.75529132
NY,11237,22710,685009,30.16332012,22710,695514,30.62589168,15010,377522,25.15136576
NY,11238,29270,2064377,70.52876666,29270,2102096,71.81742398,24370,1521860,62.44809192
NY,11239,6790,248163,36.54830633,6790,249734,36.77967599,5120,141360,27.609375
NY,11354,28390,1008807,35.53388517,28390,1023869,36.06442409,15440,583770,37.80893782
NY,11355,47600,1287291,27.04392857,47600,1307545,27.46943277,21020,642558,30.56888677
NY,11356,11830,509161,43.03981403,11830,515291,43.55798817,7830,295985,37.80140485
NY,11357,19350,1469576,75.9470801,19350,1489003,76.95105943,15270,1014909,66.46424361
NY,11358,18250,1006877,55.17134247,18250,1021892,55.99408219,12750,652499,51.17639216
NY,11360,9940,836069,84.11156942,9940,848670,85.37927565,8080,599341,74.17586634
NY,11361,13570,847874,62.48150332,13570,859145,63.31208548,10250,566765,55.29414634
NY,11362,8570,638785,74.53733956,8570,647724,75.58039673,6820,439093,64.38313783
NY,11363,3370,370854,110.0456973,3370,378123,112.2026706,2680,273319,101.9847015
NY,11364,17610,1116336,63.39216354,17610,1131429,64.24923339,13430,733203,54.59441549
NY,11365,20170,1094640,54.27069906,20170,1108366,54.95121468,14300,707838,49.49916084
NY,11366,6590,419895,63.71699545,6590,425878,64.62488619,4900,276353,56.39857143
NY,11367,18240,995934,54.60164474,18240,1011705,55.46628289,12760,624629,48.95211599
NY,11368,46510,1252689,26.93375618,46510,1266352,27.22752096,25640,568459,22.17078783
NY,11369,17340,586927,33.84815456,17340,592669,34.17929642,10960,305038,27.83193431
NY,11370,13000,535522,41.194,13000,542058,41.69676923,8600,311591,36.23151163
NY,11372,34560,1379743,39.92311921,34560,1399272,40.48819444,22680,831925,36.68099647
NY,11373,49090,1540367,31.37842738,49090,1559337,31.76486046,28540,811153,28.42161878
NY,11374,22240,1234938,55.52778777,22240,1251998,56.2948741,16730,827905,49.48625224
NY,11375,35280,2958154,83.84790249,35280,3006605,85.22123016,28940,2162052,74.70808569
NY,11377,44400,1672212,37.66243243,44400,1692841,38.12704955,28800,982957,34.13045139
NY,11378,17100,850047,49.71035088,17100,858779,50.22099415,12550,531530,42.35298805
NY,11379,17330,1072037,61.86018465,17330,1081815,62.42440854,13720,711588,51.86501458
NY,11385,47450,1929001,40.65334036,47450,1948325,41.06059009,33430,1141610,34.14926713
NY,11411,10590,506100,47.79036827,10590,508979,48.06222852,8290,295791,35.68045838
NY,11412,18430,741383,40.2269669,18430,745809,40.46711883,13730,402640,29.32556446
NY,11413,20830,934909,44.88281325,20830,940867,45.16884301,15880,530506,33.40717884
NY,11414,12720,810182,63.69355346,12720,817929,64.30259434,10270,535294,52.12210321
NY,11415,9480,558050,58.86603376,9480,567144,59.82531646,7490,375366,50.11562083
NY,11416,11740,380321,32.39531516,11740,383883,32.69872232,7470,187950,25.16064257
NY,11417,14400,574890,39.92291667,14400,579544,40.24611111,10020,316976,31.63433134
NY,11418,16990,662242,38.9783402,16990,670034,39.43696292,11270,369780,32.81100266
NY,11419,22960,730117,31.79952091,22960,737213,32.10858014,14260,355196,24.9085554
NY,11420,21780,832745,38.23438935,21780,839487,38.54393939,15110,441864,29.24315023
NY,11421,19920,740488,37.17309237,19920,746964,37.49819277,13580,397082,29.24020619
NY,11422,15860,725787,45.76210593,15860,730375,46.05138714,12110,415067,34.27473163
NY,11423,14870,650266,43.73006052,14870,657303,44.20329523,10630,372622,35.05380997
NY,11426,9180,523875,57.06699346,9180,529466,57.67603486,7170,329692,45.98214784
NY,11427,11490,621771,54.11409922,11490,629520,54.78851175,8790,389094,44.26552901
NY,11428,9880,425926,43.10991903,9880,429292,43.45060729,7230,238608,33.00248963
NY,11429,12740,516711,40.55816327,12740,520269,40.83744113,9370,277015,29.56403415
NY,11430,170,8461,49.77058824,170,8498,49.98823529,140,5569,39.77857143
NY,11432,27300,1190643,43.6132967,27300,1206344,44.18842491,17640,697660,39.54988662
NY,11433,15530,517161,33.3007727,15530,521098,33.55428203,10110,257447,25.46458952
NY,11434,31030,1224601,39.46506607,31030,1232331,39.71417983,23250,683059,29.37888172
NY,11435,25610,981022,38.30620851,25610,990811,38.68844201,17170,559645,32.59435061
NY,11436,9030,334411,37.03333333,9030,336602,37.27596899,6360,173830,27.33176101
NY,11501,10480,753542,71.9028626,10480,762578,72.76507634,8660,524089,60.51836028
NY,11507,3760,429508,114.2308511,3760,437476,116.35,3190,315901,99.02852665
NY,11509,1330,233149,175.3,1330,238569,179.375188,1080,178794,165.55
NY,11510,17540,1218821,69.48808438,17540,1232226,70.25233751,14120,790487,55.98349858
NY,11514,2460,186528,75.82439024,2460,188719,76.71504065,2070,129684,62.64927536
NY,11516,3260,406189,124.5978528,3260,414961,127.2886503,2640,298020,112.8863636
NY,11518,5460,554179,101.4979853,5460,561446,102.8289377,4510,407731,90.4059867
NY,11520,23100,1112450,48.15800866,23100,1123133,48.62047619,16810,656903,39.07810827
NY,11530,14180,3166144,223.2823695,14180,3217662,226.9155148,12110,2460467,203.1764657
NY,11542,13290,989943,74.48781038,13290,1005707,75.67396539,10170,683293,67.18711898
NY,11545,6050,1800237,297.5598347,6050,1829914,302.465124,5090,1447975,284.4744597
NY,11548,650,73029,112.3523077,650,74616,114.7938462,520,52931,101.7903846
NY,11550,28050,1067478,38.05625668,28050,1075596,38.34566845,18880,580552,30.74957627
NY,11552,12610,904620,71.73830293,12610,918005,72.79976209,10120,597614,59.0527668
